,block_num,tx_time,tx_from,tx_to,tx_amount,tx_fee
0xc1d9...bdf5c6,36348698,"Aug 21, 2020  06:59:53  /  UTC+9",0xc1d9...bdf5c6,0x2968...c4e5a8,10,0.000775
0xeca3...f8321e,36348764,"Aug 21, 2020  07:00:59  /  UTC+9",0xeca3...f8321e,0x2968...c4e5a8,10905,0.000775
0x1c27...367f8b,36349205,"Aug 21, 2020  07:08:20  /  UTC+9",0x1c27...367f8b,0x2968...c4e5a8,-6740,0.000775
0xc86a...5da717,36349339,"Aug 21, 2020  07:10:34  /  UTC+9",0xc86a...5da717,0x2968...c4e5a8,-1000,0.000775
0x65c3...ef1390,36349479,"Aug 21, 2020  07:12:54  /  UTC+9",0x65c3...ef1390,0x2968...c4e5a8,50,0.000775
0x466c...23d72c,36350643,"Aug 21, 2020  07:32:18  /  UTC+9",0x466c...23d72c,0x2968...c4e5a8,5900,0.000775
0xe760...25fff2,36350640,"Aug 21, 2020  07:32:15  /  UTC+9",0xe760...25fff2,0x2968...c4e5a8,21065,0.000775
0x8a3c...7995c5,36350710,"Aug 21, 2020  07:33:25  /  UTC+9",0x8a3c...7995c5,0x2968...c4e5a8,9621,0.000775
0xfbee...909c8d,36351105,"Aug 21, 2020  07:40:00  /  UTC+9",0xfbee...909c8d,0x2968...c4e5a8,39999,0.000775
0xa782...59d399,36351679,"Aug 21, 2020  07:49:34  /  UTC+9",0xa782...59d399,0x2968...c4e5a8,-28188,0.000775
0xe853...a4ea8e,36351882,"Aug 21, 2020  07:52:57  /  UTC+9",0xe853...a4ea8e,0x2968...c4e5a8,200,0.000775
0x658d...498dcf,36352271,"Aug 21, 2020  07:59:26  /  UTC+9",0x658d...498dcf,0x2968...c4e5a8,50,0.000775
0x9cfa...1fa419,36352943,"Aug 21, 2020  08:10:38  /  UTC+9",0x9cfa...1fa419,0x2968...c4e5a8,-140,0.000775
0xddc5...1ecd08,36353084,"Aug 21, 2020  08:12:59  /  UTC+9",0xddc5...1ecd08,0x2968...c4e5a8,-15000,0.000775
0x13db...528e2b,36368026,"Aug 21, 2020  12:22:01  /  UTC+9",0x13db...528e2b,0x2968...c4e5a8,12100,0.000775
0xc758...da712f,36367890,"Aug 21, 2020  12:19:45  /  UTC+9",0xc758...da712f,0x2968...c4e5a8,1,0.000775
0x852e...942b68,36367688,"Aug 21, 2020  12:16:23  /  UTC+9",0x852e...942b68,0x2968...c4e5a8,50,0.000775
0x69c7...c87add,36367554,"Aug 21, 2020  12:14:09  /  UTC+9",0x69c7...c87add,0x2968...c4e5a8,27166,0.000775
0xea3b...e1b1a6,36367482,"Aug 21, 2020  12:12:57  /  UTC+9",0xea3b...e1b1a6,0x2968...c4e5a8,30421,0.000775
0x912b...1bb1e1,36366767,"Aug 21, 2020  12:01:02  /  UTC+9",0x912b...1bb1e1,0x2968...c4e5a8,252,0.000775
0xac32...dfd2f4,36366762,"Aug 21, 2020  12:00:57  /  UTC+9",0xac32...dfd2f4,0x2968...c4e5a8,100,0.000775
0x54fb...bdfec5,36366644,"Aug 21, 2020  11:58:59  /  UTC+9",0x54fb...bdfec5,0x2968...c4e5a8,-1596,0.000775
0x706f...28870b,36366625,"Aug 21, 2020  11:58:40  /  UTC+9",0x706f...28870b,0x2968...c4e5a8,4592,0.000775
0x1480...244aac,36366551,"Aug 21, 2020  11:57:26  /  UTC+9",0x1480...244aac,0x2968...c4e5a8,50,0.000775
0xd9c4...df68bf,36366501,"Aug 21, 2020  11:56:36  /  UTC+9",0xd9c4...df68bf,0x2968...c4e5a8,-173,0.000775
0x12f7...825522,36366105,"Aug 21, 2020  11:50:00  /  UTC+9",0x12f7...825522,0x2968...c4e5a8,-100,0.000775
0x0e8e...933368,36366093,"Aug 21, 2020  11:49:48  /  UTC+9",0x0e8e...933368,0x2968...c4e5a8,50,0.000775
0x8caf...3742c5,36365962,"Aug 21, 2020  11:47:37  /  UTC+9",0x8caf...3742c5,0x2968...c4e5a8,-20000,0.000775
0x168a...5fb97d,36365701,"Aug 21, 2020  11:43:16  /  UTC+9",0x168a...5fb97d,0x2968...c4e5a8,-252,0.000775
0x794b...07e500,36368170,"Aug 21, 2020  12:24:25  /  UTC+9",0x794b...07e500,0x2968...c4e5a8,-2777,0.000775
0x15dc...d70106,36368293,"Aug 21, 2020  12:26:28  /  UTC+9",0x15dc...d70106,0x2968...c4e5a8,9973,0.000775
0x0d89...b4d77b,36368680,"Aug 21, 2020  12:32:55  /  UTC+9",0x0d89...b4d77b,0x2968...c4e5a8,0,0.001676...
0x0398...57a359,36368755,"Aug 21, 2020  12:34:10  /  UTC+9",0x0398...57a359,0x2968...c4e5a8,190,0.000775
0x8969...e91019,36368823,"Aug 21, 2020  12:35:18  /  UTC+9",0x8969...e91019,0x2968...c4e5a8,-3118,0.000775
0x89ce...701f4e,36369096,"Aug 21, 2020  12:39:51  /  UTC+9",0x89ce...701f4e,0x2968...c4e5a8,-4169,0.000775
0x2760...9cfe29,36369023,"Aug 21, 2020  12:38:38  /  UTC+9",0x2760...9cfe29,0x2968...c4e5a8,-100,0.000775
0x830f...ee347b,36369152,"Aug 21, 2020  12:40:47  /  UTC+9",0x830f...ee347b,0x2968...c4e5a8,100,0.000775
0x9fa9...c6ba11,36369291,"Aug 21, 2020  12:43:06  /  UTC+9",0x9fa9...c6ba11,0x2968...c4e5a8,129,0.000775
0xe817...132dce,36369366,"Aug 21, 2020  12:44:21  /  UTC+9",0xe817...132dce,0x2968...c4e5a8,-15090,0.000775
0x7270...89fd5a,36369360,"Aug 21, 2020  12:44:15  /  UTC+9",0x7270...89fd5a,0x2968...c4e5a8,50,0.000775
0xb557...4cb5f1,36369569,"Aug 21, 2020  12:47:44  /  UTC+9",0xb557...4cb5f1,0x2968...c4e5a8,0,0.001652...
0x6e8b...96b89d,36369642,"Aug 21, 2020  12:48:57  /  UTC+9",0x6e8b...96b89d,0x2968...c4e5a8,0,0.001652...
0x6c79...8871fe,36369716,"Aug 21, 2020  12:50:11  /  UTC+9",0x6c79...8871fe,0x2968...c4e5a8,-195,0.000775
0xd5dd...2bc8d4,36370105,"Aug 21, 2020  12:56:40  /  UTC+9",0xd5dd...2bc8d4,0x2968...c4e5a8,-210,0.000775
0x28f4...1baa29,36370155,"Aug 21, 2020  12:57:30  /  UTC+9",0x28f4...1baa29,0x2968...c4e5a8,1,0.000775
0x22bb...b15603,36370312,"Aug 21, 2020  13:00:07  /  UTC+9",0x22bb...b15603,0x2968...c4e5a8,-10000,0.000775
0xb15b...874414,36371081,"Aug 21, 2020  13:12:56  /  UTC+9",0xb15b...874414,0x2968...c4e5a8,-10783,0.000775
0xd6d9...c4a93b,36371281,"Aug 21, 2020  13:16:16  /  UTC+9",0xd6d9...c4a93b,0x2968...c4e5a8,-242,0.000775
0x4425...f14845,36371338,"Aug 21, 2020  13:17:13  /  UTC+9",0x4425...f14845,0x2968...c4e5a8,20560,0.000775
0xd541...92b697,36371421,"Aug 21, 2020  13:18:36  /  UTC+9",0xd541...92b697,0x2968...c4e5a8,-10000,0.000775
0x2ed7...176c49,36371476,"Aug 21, 2020  13:19:31  /  UTC+9",0x2ed7...176c49,0x2968...c4e5a8,28212,0.000775
0xc4d8...a136b3,36371562,"Aug 21, 2020  13:20:57  /  UTC+9",0xc4d8...a136b3,0x2968...c4e5a8,-130,0.000775
0x7c17...e36373,36371635,"Aug 21, 2020  13:22:10  /  UTC+9",0x7c17...e36373,0x2968...c4e5a8,-604,0.000775
0xa36e...5c0f84,36371681,"Aug 21, 2020  13:22:56  /  UTC+9",0xa36e...5c0f84,0x2968...c4e5a8,229,0.000775
0x5448...496764,36371912,"Aug 21, 2020  13:26:47  /  UTC+9",0x5448...496764,0x2968...c4e5a8,-407,0.000775
0x3fd6...7e96fb,36371899,"Aug 21, 2020  13:26:34  /  UTC+9",0x3fd6...7e96fb,0x2968...c4e5a8,0,0.001277...
0xf84d...5c68c5,36372207,"Aug 21, 2020  13:31:42  /  UTC+9",0xf84d...5c68c5,0x2968...c4e5a8,100,0.000775
0x1e4b...da19f5,36372607,"Aug 21, 2020  13:38:22  /  UTC+9",0x1e4b...da19f5,0x2968...c4e5a8,100,0.000775
0x5fb5...567f3a,36372689,"Aug 21, 2020  13:39:44  /  UTC+9",0x5fb5...567f3a,0x2968...c4e5a8,-20000,0.000775
0x32b7...f7feb1,36372890,"Aug 21, 2020  13:43:05  /  UTC+9",0x32b7...f7feb1,0x2968...c4e5a8,-100,0.000775
0x1054...d40c50,36372878,"Aug 21, 2020  13:42:53  /  UTC+9",0x1054...d40c50,0x2968...c4e5a8,4030,0.000775
0x9c12...a885f5,36373031,"Aug 21, 2020  13:45:26  /  UTC+9",0x9c12...a885f5,0x2968...c4e5a8,-4783,0.000775
0x3809...6c77c6,36373145,"Aug 21, 2020  13:47:20  /  UTC+9",0x3809...6c77c6,0x2968...c4e5a8,3978,0.000775
0x880a...1ceba6,36373485,"Aug 21, 2020  13:53:00  /  UTC+9",0x880a...1ceba6,0x2968...c4e5a8,-361,0.000775
0x9148...fd529f,36373626,"Aug 21, 2020  13:55:21  /  UTC+9",0x9148...fd529f,0x2968...c4e5a8,-7000,0.000775
0xad47...fd22b2,36373604,"Aug 21, 2020  13:54:59  /  UTC+9",0xad47...fd22b2,0x2968...c4e5a8,361,0.000775
0x2e98...3d1cb7,36374128,"Aug 21, 2020  14:03:43  /  UTC+9",0x2e98...3d1cb7,0x2968...c4e5a8,1,0.000775
0xe677...02ba0b,36374332,"Aug 21, 2020  14:07:07  /  UTC+9",0xe677...02ba0b,0x2968...c4e5a8,49,0.000775
0xdc93...ac1c06,36374658,"Aug 21, 2020  14:12:33  /  UTC+9",0xdc93...ac1c06,0x2968...c4e5a8,433,0.000775
0x3b25...f280a8,36374792,"Aug 21, 2020  14:14:47  /  UTC+9",0x3b25...f280a8,0x2968...c4e5a8,50,0.000775
0xaa7d...aa6a82,36374830,"Aug 21, 2020  14:15:25  /  UTC+9",0xaa7d...aa6a82,0x2968...c4e5a8,-6897,0.000775
0x595c...9de996,36375059,"Aug 21, 2020  14:19:14  /  UTC+9",0x595c...9de996,0x2968...c4e5a8,598,0.000775
0xc2e9...e2fbcf,36375411,"Aug 21, 2020  14:25:06  /  UTC+9",0xc2e9...e2fbcf,0x2968...c4e5a8,0,0.001461...
0x345b...d0a131,36375532,"Aug 21, 2020  14:27:07  /  UTC+9",0x345b...d0a131,0x2968...c4e5a8,100,0.000775
0x39aa...8011c4,36375601,"Aug 21, 2020  14:28:16  /  UTC+9",0x39aa...8011c4,0x2968...c4e5a8,1500,0.000775
0xa1d2...cf116d,36375995,"Aug 21, 2020  14:34:50  /  UTC+9",0xa1d2...cf116d,0x2968...c4e5a8,50,0.000775
0xced1...37d713,36376198,"Aug 21, 2020  14:38:13  /  UTC+9",0xced1...37d713,0x2968...c4e5a8,50,0.000775
0x4cf6...1fa9cb,36376812,"Aug 21, 2020  14:48:27  /  UTC+9",0x4cf6...1fa9cb,0x2968...c4e5a8,-1000,0.000775
0x277a...63fc4e,36376947,"Aug 21, 2020  14:50:42  /  UTC+9",0x277a...63fc4e,0x2968...c4e5a8,-1429,0.000775
0x707b...b6c238,36377118,"Aug 21, 2020  14:53:33  /  UTC+9",0x707b...b6c238,0x2968...c4e5a8,4550,0.000775
0x745a...cc3981,36377186,"Aug 21, 2020  14:54:41  /  UTC+9",0x745a...cc3981,0x2968...c4e5a8,972,0.000775
0xc33b...b89d45,36377465,"Aug 21, 2020  14:59:20  /  UTC+9",0xc33b...b89d45,0x2968...c4e5a8,0,0.001652...
0xf0f4...09ea87,36377585,"Aug 21, 2020  15:01:20  /  UTC+9",0xf0f4...09ea87,0x2968...c4e5a8,175,0.000775
0x704e...225767,36377581,"Aug 21, 2020  15:01:16  /  UTC+9",0x704e...225767,0x2968...c4e5a8,10,0.000775
0x1593...1e8bd0,36377577,"Aug 21, 2020  15:01:12  /  UTC+9",0x1593...1e8bd0,0x2968...c4e5a8,50,0.000775
0x1221...b66f95,36377669,"Aug 21, 2020  15:02:44  /  UTC+9",0x1221...b66f95,0x2968...c4e5a8,1400,0.000775
0xde39...b2e668,36377736,"Aug 21, 2020  15:03:51  /  UTC+9",0xde39...b2e668,0x2968...c4e5a8,12054,0.000775
0xefb8...e4c307,36377732,"Aug 21, 2020  15:03:47  /  UTC+9",0xefb8...e4c307,0x2968...c4e5a8,-100,0.000775
0x30c1...3ca912,36377928,"Aug 21, 2020  15:07:20  /  UTC+9",0x30c1...3ca912,0x2968...c4e5a8,52990,0.000775
0x5b72...c877b0,36378053,"Aug 21, 2020  15:09:47  /  UTC+9",0x5b72...c877b0,0x2968...c4e5a8,50,0.000775
0x4436...eb9633,36378110,"Aug 21, 2020  15:10:56  /  UTC+9",0x4436...eb9633,0x2968...c4e5a8,2,0.000775
0x54cb...059c4e,36378364,"Aug 21, 2020  15:15:38  /  UTC+9",0x54cb...059c4e,0x2968...c4e5a8,-16617,0.000775
0xda7b...937083,36378372,"Aug 21, 2020  15:15:46  /  UTC+9",0xda7b...937083,0x2968...c4e5a8,673,0.000775
0x2bee...5ed2e8,36378368,"Aug 21, 2020  15:15:42  /  UTC+9",0x2bee...5ed2e8,0x2968...c4e5a8,27334,0.000775
0xd4e9...10ce11,36378444,"Aug 21, 2020  15:17:01  /  UTC+9",0xd4e9...10ce11,0x2968...c4e5a8,399,0.000775
0xca0e...320ea1,36378497,"Aug 21, 2020  15:18:04  /  UTC+9",0xca0e...320ea1,0x2968...c4e5a8,-2761,0.000775
0x95e3...26450e,36378577,"Aug 21, 2020  15:19:24  /  UTC+9",0x95e3...26450e,0x2968...c4e5a8,100,0.000775
0xa858...b4c1fa,36378574,"Aug 21, 2020  15:19:21  /  UTC+9",0xa858...b4c1fa,0x2968...c4e5a8,-5000,0.000775
0xdd57...5c964b,36378651,"Aug 21, 2020  15:20:39  /  UTC+9",0xdd57...5c964b,0x2968...c4e5a8,-10073,0.000775
0xd0ad...602f9c,36378649,"Aug 21, 2020  15:20:37  /  UTC+9",0xd0ad...602f9c,0x2968...c4e5a8,5000,0.000775
0x2df2...8e60c6,36379111,"Aug 21, 2020  15:29:27  /  UTC+9",0x2df2...8e60c6,0x2968...c4e5a8,-7212,0.000775
0x3032...b8ff3b,36379306,"Aug 21, 2020  15:33:21  /  UTC+9",0x3032...b8ff3b,0x2968...c4e5a8,50000,0.000775
0xdf30...4a4435,36379364,"Aug 21, 2020  15:34:33  /  UTC+9",0xdf30...4a4435,0x2968...c4e5a8,50,0.000775
0x1c62...571dbc,36379556,"Aug 21, 2020  15:38:08  /  UTC+9",0x1c62...571dbc,0x2968...c4e5a8,50,0.000775
0x455e...e069ff,36379552,"Aug 21, 2020  15:38:00  /  UTC+9",0x455e...e069ff,0x2968...c4e5a8,50,0.000775
0xd7b3...0da30b,36379661,"Aug 21, 2020  15:40:31  /  UTC+9",0xd7b3...0da30b,0x2968...c4e5a8,50,0.000775
0x6830...37e365,36379701,"Aug 21, 2020  15:41:20  /  UTC+9",0x6830...37e365,0x2968...c4e5a8,-7493,0.000775
0x93e1...bdcd76,36379877,"Aug 21, 2020  15:44:43  /  UTC+9",0x93e1...bdcd76,0x2968...c4e5a8,-7030,0.000775
0x60d4...58b384,36379963,"Aug 21, 2020  15:46:18  /  UTC+9",0x60d4...58b384,0x2968...c4e5a8,50000,0.000775
0x68d9...6f53ef,36379958,"Aug 21, 2020  15:46:13  /  UTC+9",0x68d9...6f53ef,0x2968...c4e5a8,7030,0.000775
0x5455...78e6dc,36379999,"Aug 21, 2020  15:46:56  /  UTC+9",0x5455...78e6dc,0x2968...c4e5a8,-217,0.000775
0x12a7...770a53,36380041,"Aug 21, 2020  15:47:38  /  UTC+9",0x12a7...770a53,0x2968...c4e5a8,25007,0.000775
0xa632...1c6320,36380038,"Aug 21, 2020  15:47:35  /  UTC+9",0xa632...1c6320,0x2968...c4e5a8,8394,0.000775
0xfb45...05e92b,36380107,"Aug 21, 2020  15:48:50  /  UTC+9",0xfb45...05e92b,0x2968...c4e5a8,5200,0.000775
0x9be0...98dc0f,36380236,"Aug 21, 2020  15:51:33  /  UTC+9",0x9be0...98dc0f,0x2968...c4e5a8,-12000,0.000775
0x9380...422787,36380224,"Aug 21, 2020  15:51:12  /  UTC+9",0x9380...422787,0x2968...c4e5a8,5045,0.000775
0xaa8d...c526c9,36380337,"Aug 21, 2020  15:53:49  /  UTC+9",0xaa8d...c526c9,0x2968...c4e5a8,32294,0.000775
0x2cd4...8a7eba,36380333,"Aug 21, 2020  15:53:45  /  UTC+9",0x2cd4...8a7eba,0x2968...c4e5a8,50000,0.000775
0x18f9...31cf9e,36380413,"Aug 21, 2020  15:55:08  /  UTC+9",0x18f9...31cf9e,0x2968...c4e5a8,1000,0.000775
0x606e...7177f3,36380597,"Aug 21, 2020  15:58:38  /  UTC+9",0x606e...7177f3,0x2968...c4e5a8,43803,0.000775
0x8b45...6bb568,36380669,"Aug 21, 2020  16:00:00  /  UTC+9",0x8b45...6bb568,0x2968...c4e5a8,45958,0.000775
0x04ce...7edf54,36380664,"Aug 21, 2020  15:59:55  /  UTC+9",0x04ce...7edf54,0x2968...c4e5a8,3000,0.000775
0x463f...109f6c,36380675,"Aug 21, 2020  16:00:06  /  UTC+9",0x463f...109f6c,0x2968...c4e5a8,50,0.000775
0x5a09...c6cb90,36380741,"Aug 21, 2020  16:01:20  /  UTC+9",0x5a09...c6cb90,0x2968...c4e5a8,18903,0.000775
0xafff...145c9e,36380862,"Aug 21, 2020  16:03:42  /  UTC+9",0xafff...145c9e,0x2968...c4e5a8,19,0.000775
0x6836...1b893c,36380927,"Aug 21, 2020  16:04:57  /  UTC+9",0x6836...1b893c,0x2968...c4e5a8,149992,0.000775
0x0f7a...a6c922,36381117,"Aug 21, 2020  16:08:38  /  UTC+9",0x0f7a...a6c922,0x2968...c4e5a8,713,0.000775
0x6c39...25676e,36381110,"Aug 21, 2020  16:08:27  /  UTC+9",0x6c39...25676e,0x2968...c4e5a8,13081,0.000775
0xa0da...d7f94e,36381229,"Aug 21, 2020  16:10:46  /  UTC+9",0xa0da...d7f94e,0x2968...c4e5a8,-23000,0.000775
0xf40d...e07322,36381829,"Aug 21, 2020  16:22:38  /  UTC+9",0xf40d...e07322,0x2968...c4e5a8,9800,0.000775
0x5865...3122ba,36381820,"Aug 21, 2020  16:22:29  /  UTC+9",0x5865...3122ba,0x2968...c4e5a8,0,0.001336...
0x62c1...370eb6,36381903,"Aug 21, 2020  16:24:00  /  UTC+9",0x62c1...370eb6,0x2968...c4e5a8,4900,0.000775
0xf257...ca19c0,36381896,"Aug 21, 2020  16:23:53  /  UTC+9",0xf257...ca19c0,0x2968...c4e5a8,6185,0.000775
0xb4e0...692359,36381958,"Aug 21, 2020  16:25:12  /  UTC+9",0xb4e0...692359,0x2968...c4e5a8,5132,0.000775
0xeef2...01a85a,36381999,"Aug 21, 2020  16:25:53  /  UTC+9",0xeef2...01a85a,0x2968...c4e5a8,-4803,0.000775
0x5ef3...e63180,36382086,"Aug 21, 2020  16:27:36  /  UTC+9",0x5ef3...e63180,0x2968...c4e5a8,28850,0.000775
0x4ce9...2df207,36382152,"Aug 21, 2020  16:28:51  /  UTC+9",0x4ce9...2df207,0x2968...c4e5a8,47717,0.000775
0x5811...25c895,36382442,"Aug 21, 2020  16:34:35  /  UTC+9",0x5811...25c895,0x2968...c4e5a8,20000,0.000775
0x7da4...9e7a0f,36382516,"Aug 21, 2020  16:35:51  /  UTC+9",0x7da4...9e7a0f,0x2968...c4e5a8,37310,0.000775
0x6c23...ea144d,36382622,"Aug 21, 2020  16:37:49  /  UTC+9",0x6c23...ea144d,0x2968...c4e5a8,-13091,0.000775
0x39ac...32cabe,36382688,"Aug 21, 2020  16:39:21  /  UTC+9",0x39ac...32cabe,0x2968...c4e5a8,5866,0.000775
0xe1f7...b1ef74,36382697,"Aug 21, 2020  16:39:30  /  UTC+9",0xe1f7...b1ef74,0x2968...c4e5a8,13091,0.000775
0x043a...467ee9,36382775,"Aug 21, 2020  16:40:48  /  UTC+9",0x043a...467ee9,0x2968...c4e5a8,15000,0.000775
0xd4ea...110f64,36383021,"Aug 21, 2020  16:45:23  /  UTC+9",0xd4ea...110f64,0x2968...c4e5a8,-4900,0.000775
0x5562...5f35bc,36383076,"Aug 21, 2020  16:46:29  /  UTC+9",0x5562...5f35bc,0x2968...c4e5a8,149,0.000775
0xdd73...c4f049,36383725,"Aug 21, 2020  16:59:01  /  UTC+9",0xdd73...c4f049,0x2968...c4e5a8,20,0.000775
0x4cb9...6354b2,36383716,"Aug 21, 2020  16:58:52  /  UTC+9",0x4cb9...6354b2,0x2968...c4e5a8,0,0.000775
0x2343...dfe064,36383788,"Aug 21, 2020  17:00:20  /  UTC+9",0x2343...dfe064,0x2968...c4e5a8,50,0.000775
0xc2b1...e0afa6,36383784,"Aug 21, 2020  17:00:16  /  UTC+9",0xc2b1...e0afa6,0x2968...c4e5a8,50000,0.000775
0x787e...283329,36384157,"Aug 21, 2020  17:07:17  /  UTC+9",0x787e...283329,0x2968...c4e5a8,50,0.000775
0xe63c...94c2db,36384218,"Aug 21, 2020  17:08:32  /  UTC+9",0xe63c...94c2db,0x2968...c4e5a8,50,0.000775
0xed02...34aed3,36384404,"Aug 21, 2020  17:12:04  /  UTC+9",0xed02...34aed3,0x2968...c4e5a8,9734,0.000775
0x00a1...bfa3ef,36384398,"Aug 21, 2020  17:11:58  /  UTC+9",0x00a1...bfa3ef,0x2968...c4e5a8,11929,0.000775
0x6f82...da3eaf,36384634,"Aug 21, 2020  17:16:44  /  UTC+9",0x6f82...da3eaf,0x2968...c4e5a8,5000,0.000775
0xda69...e28104,36384759,"Aug 21, 2020  17:19:06  /  UTC+9",0xda69...e28104,0x2968...c4e5a8,270,0.000775
0xf37b...2aa42f,36384835,"Aug 21, 2020  17:20:22  /  UTC+9",0xf37b...2aa42f,0x2968...c4e5a8,50,0.000775
0x3555...9435d0,36385192,"Aug 21, 2020  17:27:13  /  UTC+9",0x3555...9435d0,0x2968...c4e5a8,50,0.000775
0x5377...ec524c,36385292,"Aug 21, 2020  17:28:53  /  UTC+9",0x5377...ec524c,0x2968...c4e5a8,-6897,0.000775
0xde8a...24db7a,36385379,"Aug 21, 2020  17:30:38  /  UTC+9",0xde8a...24db7a,0x2968...c4e5a8,20000,0.000775
0x4e45...c2d042,36385358,"Aug 21, 2020  17:30:17  /  UTC+9",0x4e45...c2d042,0x2968...c4e5a8,-5379,0.000775
0x3322...68d5db,36385384,"Aug 21, 2020  17:30:43  /  UTC+9",0x3322...68d5db,0x2968...c4e5a8,50,0.000775
0x499a...0d5ad3,36385458,"Aug 21, 2020  17:32:09  /  UTC+9",0x499a...0d5ad3,0x2968...c4e5a8,42,0.000775
0x1b5a...d8d8ad,36385593,"Aug 21, 2020  17:34:31  /  UTC+9",0x1b5a...d8d8ad,0x2968...c4e5a8,50,0.000775
0x60a9...5bd4bc,36385877,"Aug 21, 2020  17:40:20  /  UTC+9",0x60a9...5bd4bc,0x2968...c4e5a8,50,0.000775
0xd950...7fae66,36385871,"Aug 21, 2020  17:40:14  /  UTC+9",0xd950...7fae66,0x2968...c4e5a8,4282,0.000775
0x96cb...a1f287,36385924,"Aug 21, 2020  17:41:08  /  UTC+9",0x96cb...a1f287,0x2968...c4e5a8,-563,0.000775
0xaead...a15dd2,36385948,"Aug 21, 2020  17:41:40  /  UTC+9",0xaead...a15dd2,0x2968...c4e5a8,50,0.000775
0x151e...a274f3,36386025,"Aug 21, 2020  17:43:22  /  UTC+9",0x151e...a274f3,0x2968...c4e5a8,-40,0.000775
0x3bf8...1cd3c4,36386098,"Aug 21, 2020  17:44:55  /  UTC+9",0x3bf8...1cd3c4,0x2968...c4e5a8,-27590,0.000775
0xbe19...4ef8e5,36386175,"Aug 21, 2020  17:46:17  /  UTC+9",0xbe19...4ef8e5,0x2968...c4e5a8,4835,0.000775
0x3b05...312ee7,36386236,"Aug 21, 2020  17:47:28  /  UTC+9",0x3b05...312ee7,0x2968...c4e5a8,27590,0.000775
0x5280...a35fe6,36386458,"Aug 21, 2020  17:51:36  /  UTC+9",0x5280...a35fe6,0x2968...c4e5a8,-700,0.000775
0x6649...0b1fc1,36386668,"Aug 21, 2020  17:55:14  /  UTC+9",0x6649...0b1fc1,0x2968...c4e5a8,-1410,0.000775
0x8e59...358d03,36386656,"Aug 21, 2020  17:55:02  /  UTC+9",0x8e59...358d03,0x2968...c4e5a8,-9,0.000775
0x6766...e62d8b,36386737,"Aug 21, 2020  17:56:29  /  UTC+9",0x6766...e62d8b,0x2968...c4e5a8,-3500,0.000775
0x3d09...62a509,36387232,"Aug 21, 2020  18:05:28  /  UTC+9",0x3d09...62a509,0x2968...c4e5a8,50,0.000775
0x29be...69c2e5,36387278,"Aug 21, 2020  18:06:16  /  UTC+9",0x29be...69c2e5,0x2968...c4e5a8,-10,0.000775
0xc8dd...a08d5c,36387465,"Aug 21, 2020  18:09:38  /  UTC+9",0xc8dd...a08d5c,0x2968...c4e5a8,-27590,0.000775
0xcf92...ed5cd8,36387537,"Aug 21, 2020  18:10:51  /  UTC+9",0xcf92...ed5cd8,0x2968...c4e5a8,-425,0.000775
0xa042...dbacee,36387744,"Aug 21, 2020  18:14:38  /  UTC+9",0xa042...dbacee,0x2968...c4e5a8,41321,0.000775
0x19cd...439103,36387788,"Aug 21, 2020  18:15:22  /  UTC+9",0x19cd...439103,0x2968...c4e5a8,-990,0.000775
0x232d...cbacc8,36387817,"Aug 21, 2020  18:15:53  /  UTC+9",0x232d...cbacc8,0x2968...c4e5a8,9904,0.000775
0xac93...c75ce6,36387806,"Aug 21, 2020  18:15:40  /  UTC+9",0xac93...c75ce6,0x2968...c4e5a8,-8760,0.000775
0x51d2...4ec3c5,36388289,"Aug 21, 2020  18:24:32  /  UTC+9",0x51d2...4ec3c5,0x2968...c4e5a8,-373,0.000775
0x81ba...5f493a,36388277,"Aug 21, 2020  18:24:20  /  UTC+9",0x81ba...5f493a,0x2968...c4e5a8,-8733,0.000775
0x39a8...1d7d85,36388387,"Aug 21, 2020  18:26:10  /  UTC+9",0x39a8...1d7d85,0x2968...c4e5a8,373,0.000775
0x3fc5...ae7fe7,36388591,"Aug 21, 2020  18:29:34  /  UTC+9",0x3fc5...ae7fe7,0x2968...c4e5a8,10000,0.000775
0x1880...f2e547,36388622,"Aug 21, 2020  18:30:05  /  UTC+9",0x1880...f2e547,0x2968...c4e5a8,-27590,0.000775
0xb54a...47f55f,36388926,"Aug 21, 2020  18:35:09  /  UTC+9",0xb54a...47f55f,0x2968...c4e5a8,50,0.000775
0xad38...47af88,36389063,"Aug 21, 2020  18:37:26  /  UTC+9",0xad38...47af88,0x2968...c4e5a8,29662,0.000775
0x9fa1...8aade2,36389981,"Aug 21, 2020  18:52:44  /  UTC+9",0x9fa1...8aade2,0x2968...c4e5a8,26939,0.000775
0x74d8...3af647,36390088,"Aug 21, 2020  18:54:31  /  UTC+9",0x74d8...3af647,0x2968...c4e5a8,-30000,0.000775
0x6e9b...48c6d3,36390121,"Aug 21, 2020  18:55:04  /  UTC+9",0x6e9b...48c6d3,0x2968...c4e5a8,101859,0.000775
0xca83...bd4a63,36390117,"Aug 21, 2020  18:55:00  /  UTC+9",0xca83...bd4a63,0x2968...c4e5a8,150,0.000775
0x9012...c32b26,36390331,"Aug 21, 2020  18:58:34  /  UTC+9",0x9012...c32b26,0x2968...c4e5a8,29721,0.000775
0xa5ad...a22d69,36390529,"Aug 21, 2020  19:01:52  /  UTC+9",0xa5ad...a22d69,0x2968...c4e5a8,40000,0.000775
0x41df...a4aa14,36391056,"Aug 21, 2020  19:10:39  /  UTC+9",0x41df...a4aa14,0x2968...c4e5a8,9560,0.000775
